,name,levelLearned,move,type,category,power,accuracy
1537,Quilava,1,Leer,Normal,Status,—,100
1538,Quilava,1,Smokescreen,Normal,Status,—,100
1539,Quilava,1,Tackle,Normal,Physical,40,100
1540,Quilava,10,Ember,Fire,Special,40,100
1541,Quilava,13,Quick Attack,Normal,Physical,40,100
1542,Quilava,20,Flame Wheel,Fire,Physical,60,100
1543,Quilava,24,Defense Curl,Normal,Status,—,—
1544,Quilava,31,Swift,Normal,Special,60,∞
1545,Quilava,35,Flame Charge,Fire,Physical,50,100
1546,Quilava,42,Lava Plume,Fire,Special,80,100
1547,Quilava,46,Flamethrower,Fire,Special,90,100
1548,Quilava,53,Inferno,Fire,Special,100,50
1549,Quilava,57,Rollout,Rock,Physical,30,90
1550,Quilava,64,Double-Edge,Normal,Physical,120,100
1551,Quilava,68,Overheat,Fire,Special,130,90
1552,Quilava,75,Eruption,Fire,Special,150,100
1553,Typhlosion,1,Double-Edge,Normal,Physical,120,100
1554,Typhlosion,1,Ember,Fire,Special,40,100
1555,Typhlosion,1,Eruption,Fire,Special,150,100
1556,Typhlosion,1,Gyro Ball,Steel,Physical,—,100
1557,Typhlosion,1,Leer,Normal,Status,—,100
1558,Typhlosion,1,Smokescreen,Normal,Status,—,100
1559,Typhlosion,1,Tackle,Normal,Physical,40,100
1560,Typhlosion,13,Quick Attack,Normal,Physical,40,100
1561,Typhlosion,20,Flame Wheel,Fire,Physical,60,100
1562,Typhlosion,24,Defense Curl,Normal,Status,—,—
1563,Typhlosion,31,Swift,Normal,Special,60,∞
1564,Typhlosion,35,Flame Charge,Fire,Physical,50,100
1565,Typhlosion,43,Lava Plume,Fire,Special,80,100
1566,Typhlosion,48,Flamethrower,Fire,Special,90,100
1567,Typhlosion,56,Inferno,Fire,Special,100,50
1568,Typhlosion,61,Rollout,Rock,Physical,30,90
1569,Typhlosion,74,Overheat,Fire,Special,130,90
1570,Totodile,1,Leer,Normal,Status,—,100
1571,Totodile,1,Scratch,Normal,Physical,40,100
1572,Totodile,6,Water Gun,Water,Special,40,100
1573,Totodile,9,Bite,Dark,Physical,60,100
1574,Totodile,13,Scary Face,Normal,Status,—,100
1575,Totodile,19,Ice Fang,Ice,Physical,65,95
1576,Totodile,22,Flail,Normal,Physical,—,100
1577,Totodile,27,Crunch,Dark,Physical,80,100
1578,Totodile,30,Slash,Normal,Physical,70,100
1579,Totodile,33,Screech,Normal,Status,—,85
1580,Totodile,37,Thrash,Normal,Physical,120,100
1581,Totodile,41,Aqua Tail,Water,Physical,90,90
1582,Totodile,45,Superpower,Fighting,Physical,120,100
1583,Totodile,50,Hydro Pump,Water,Special,110,80
1584,Croconaw,1,Leer,Normal,Status,—,100
1585,Croconaw,1,Scratch,Normal,Physical,40,100
1586,Croconaw,1,Water Gun,Water,Special,40,100
1587,Croconaw,13,Bite,Dark,Physical,60,100
1588,Croconaw,15,Scary Face,Normal,Status,—,100
1589,Croconaw,21,Ice Fang,Ice,Physical,65,95
1590,Croconaw,24,Flail,Normal,Physical,—,100
1591,Croconaw,30,Crunch,Dark,Physical,80,100
1592,Croconaw,34,Slash,Normal,Physical,70,100
1593,Croconaw,37,Screech,Normal,Status,—,85
1594,Croconaw,42,Thrash,Normal,Physical,120,100
1595,Croconaw,47,Aqua Tail,Water,Physical,90,90
1596,Croconaw,50,Superpower,Fighting,Physical,120,100
1597,Croconaw,55,Hydro Pump,Water,Special,110,80
1598,Feraligatr,1,Agility,Psychic,Status,—,—
1599,Feraligatr,1,Leer,Normal,Status,—,100
1600,Feraligatr,1,Scratch,Normal,Physical,40,100
1601,Feraligatr,1,Water Gun,Water,Special,40,100
1602,Feraligatr,13,Bite,Dark,Physical,60,100
1603,Feraligatr,15,Scary Face,Normal,Status,—,100
1604,Feraligatr,21,Ice Fang,Ice,Physical,65,95
1605,Feraligatr,24,Flail,Normal,Physical,—,100
1606,Feraligatr,32,Crunch,Dark,Physical,80,100
1607,Feraligatr,37,Slash,Normal,Physical,70,100
1608,Feraligatr,44,Screech,Normal,Status,—,85
1609,Feraligatr,51,Thrash,Normal,Physical,120,100
1610,Feraligatr,59,Aqua Tail,Water,Physical,90,90
1611,Feraligatr,65,Superpower,Fighting,Physical,120,100
1612,Feraligatr,70,Hydro Pump,Water,Special,110,80
1613,Sentret,1,Scratch,Normal,Physical,40,100
1614,Sentret,4,Defense Curl,Normal,Status,—,—
1615,Sentret,7,Quick Attack,Normal,Physical,40,100
1616,Sentret,13,Fury Swipes,Normal,Physical,18,80
1617,Sentret,16,Helping Hand,Normal,Status,—,—
1618,Sentret,19,Follow Me,Normal,Status,—,—
1619,Sentret,25,Slam,Normal,Physical,80,75
1620,Sentret,28,Rest,Psychic,Status,—,—
1621,Sentret,31,Sucker Punch,Dark,Physical,70,100
1622,Sentret,36,Amnesia,Psychic,Status,—,—
1623,Sentret,39,Baton Pass,Normal,Status,—,—
1624,Sentret,42,Double-Edge,Normal,Physical,120,100
1625,Sentret,47,Hyper Voice,Normal,Special,90,100
1626,Furret,1,Coil,Poison,Status,—,—
1627,Furret,1,Defense Curl,Normal,Status,—,—
1628,Furret,1,Quick Attack,Normal,Physical,40,100
1629,Furret,1,Scratch,Normal,Physical,40,100
1630,Furret,13,Fury Swipes,Normal,Physical,18,80
1631,Furret,17,Helping Hand,Normal,Status,—,—
1632,Furret,21,Follow Me,Normal,Status,—,—
1633,Furret,28,Slam,Normal,Physical,80,75
1634,Furret,32,Rest,Psychic,Status,—,—
1635,Furret,36,Sucker Punch,Dark,Physical,70,100
1636,Furret,42,Amnesia,Psychic,Status,—,—
1637,Furret,46,Baton Pass,Normal,Status,—,—
1638,Furret,50,Double-Edge,Normal,Physical,120,100
1639,Furret,56,Hyper Voice,Normal,Special,90,100
1640,Hoothoot,1,Growl,Normal,Status,—,100
1641,Hoothoot,1,Peck,Flying,Physical,35,100
1642,Hoothoot,3,Tackle,Normal,Physical,40,100
1643,Hoothoot,6,Echoed Voice,Normal,Special,40,100
1644,Hoothoot,9,Confusion,Psychic,Special,50,100
1645,Hoothoot,12,Reflect,Psychic,Status,—,—
1646,Hoothoot,15,Defog,Flying,Status,—,—
1647,Hoothoot,18,Air Slash,Flying,Special,75,95
1648,Hoothoot,21,Extrasensory,Psychic,Special,80,100
1649,Hoothoot,24,Take Down,Normal,Physical,90,85
1650,Hoothoot,27,Uproar,Normal,Special,90,100
1651,Hoothoot,30,Roost,Flying,Status,—,—
1652,Hoothoot,33,Moonblast,Fairy,Special,95,100
1653,Hoothoot,36,Hypnosis,Psychic,Status,—,60
1654,Hoothoot,39,Dream Eater,Psychic,Special,100,100
1655,Noctowl,1,Echoed Voice,Normal,Special,40,100
1656,Noctowl,1,Growl,Normal,Status,—,100
1657,Noctowl,1,Peck,Flying,Physical,35,100
1658,Noctowl,1,Sky Attack,Flying,Physical,140,90
1659,Noctowl,1,Tackle,Normal,Physical,40,100
1660,Noctowl,9,Confusion,Psychic,Special,50,100
1661,Noctowl,12,Reflect,Psychic,Status,—,—
1662,Noctowl,18,Air Slash,Flying,Special,75,95
1663,Noctowl,23,Extrasensory,Psychic,Special,80,100
1664,Noctowl,28,Take Down,Normal,Physical,90,85
1665,Noctowl,33,Uproar,Normal,Special,90,100
1666,Noctowl,38,Roost,Flying,Status,—,—
1667,Noctowl,43,Moonblast,Fairy,Special,95,100
1668,Noctowl,48,Hypnosis,Psychic,Status,—,60
1669,Noctowl,53,Dream Eater,Psychic,Special,100,100
1670,Spinarak,1,Poison Sting,Poison,Physical,15,100
1671,Spinarak,1,String Shot,Bug,Status,—,95
1672,Spinarak,5,Absorb,Grass,Special,20,100
1673,Spinarak,8,Infestation,Bug,Special,20,100
1674,Spinarak,12,Scary Face,Normal,Status,—,100
1675,Spinarak,15,Night Shade,Ghost,Special,—,100
1676,Spinarak,19,Shadow Sneak,Ghost,Physical,40,100
1677,Spinarak,22,Fury Swipes,Normal,Physical,18,80
1678,Spinarak,26,Sucker Punch,Dark,Physical,70,100
1679,Spinarak,29,Agility,Psychic,Status,—,—
1680,Spinarak,33,Pin Missile,Bug,Physical,25,95
1681,Spinarak,36,Psychic,Psychic,Special,90,100
1682,Spinarak,40,Poison Jab,Poison,Physical,80,100
1683,Spinarak,44,Cross Poison,Poison,Physical,70,100
1684,Spinarak,47,Sticky Web,Bug,Status,—,—
1685,Spinarak,51,Toxic Thread,Poison,Status,—,100
1686,Ariados,1,Absorb,Grass,Special,20,100
1687,Ariados,1,Bug Bite,Bug,Physical,60,100
1688,Ariados,1,Fell Stinger,Bug,Physical,50,100
1689,Ariados,1,Focus Energy,Normal,Status,—,—
1690,Ariados,1,Poison Sting,Poison,Physical,15,100
1691,Ariados,1,String Shot,Bug,Status,—,95
1692,Ariados,8,Infestation,Bug,Special,20,100
1693,Ariados,12,Scary Face,Normal,Status,—,100
1694,Ariados,15,Night Shade,Ghost,Special,—,100
1695,Ariados,19,Shadow Sneak,Ghost,Physical,40,100
1696,Ariados,23,Fury Swipes,Normal,Physical,18,80
1697,Ariados,28,Sucker Punch,Dark,Physical,70,100
1698,Ariados,31,Agility,Psychic,Status,—,—
1699,Ariados,35,Pin Missile,Bug,Physical,25,95
1700,Ariados,41,Psychic,Psychic,Special,90,100
1701,Ariados,46,Poison Jab,Poison,Physical,80,100
1702,Ariados,50,Cross Poison,Poison,Physical,70,100
1703,Ariados,54,Sticky Web,Bug,Status,—,—
1704,Ariados,59,Toxic Thread,Poison,Status,—,100
1705,Chinchou,1,Supersonic,Normal,Status,—,55
1706,Chinchou,1,Water Gun,Water,Special,40,100
1707,Chinchou,4,Electro Ball,Electric,Special,—,100
1708,Chinchou,8,Thunder Wave,Electric,Status,—,90
1709,Chinchou,12,Bubble Beam,Water,Special,65,100
1710,Chinchou,16,Confuse Ray,Ghost,Status,—,100
1711,Chinchou,20,Spark,Electric,Physical,65,100
1712,Chinchou,24,Charge,Electric,Status,—,—
1713,Chinchou,28,Discharge,Electric,Special,80,100
1714,Chinchou,32,Aqua Ring,Water,Status,—,—
1715,Chinchou,36,Flail,Normal,Physical,—,100
1716,Chinchou,40,Take Down,Normal,Physical,90,85
1717,Chinchou,44,Hydro Pump,Water,Special,110,80
1718,Lanturn,1,Eerie Impulse,Electric,Status,—,100
1719,Lanturn,1,Electro Ball,Electric,Special,—,100
1720,Lanturn,1,Supersonic,Normal,Status,—,55
1721,Lanturn,1,Thunder Wave,Electric,Status,—,90
1722,Lanturn,1,Water Gun,Water,Special,40,100
1723,Lanturn,12,Bubble Beam,Water,Special,65,100
1724,Lanturn,16,Confuse Ray,Ghost,Status,—,100
1725,Lanturn,20,Spark,Electric,Physical,65,100
1726,Lanturn,24,Charge,Electric,Status,—,—
1727,Lanturn,30,Discharge,Electric,Special,80,100
1728,Lanturn,36,Aqua Ring,Water,Status,—,—
1729,Lanturn,42,Flail,Normal,Physical,—,100
1730,Lanturn,48,Take Down,Normal,Physical,90,85
1731,Lanturn,54,Hydro Pump,Water,Special,110,80
1732,Pichu,1,Tail Whip,Normal,Status,—,100
1733,Pichu,1,Thunder Shock,Electric,Special,40,100
1734,Pichu,4,Play Nice,Normal,Status,—,—
1735,Pichu,8,Sweet Kiss,Fairy,Status,—,75
1736,Pichu,12,Nuzzle,Electric,Physical,20,100
1737,Pichu,16,Nasty Plot,Dark,Status,—,—
1738,Pichu,20,Charm,Fairy,Status,—,100
1739,Cleffa,1,Copycat,Normal,Status,—,—
1740,Cleffa,1,Pound,Normal,Physical,40,100
1741,Cleffa,1,Splash,Normal,Status,—,—
1742,Cleffa,4,Sing,Normal,Status,—,55
1743,Cleffa,8,Sweet Kiss,Fairy,Status,—,75
1744,Cleffa,12,Disarming Voice,Fairy,Special,40,∞
1745,Cleffa,16,Encore,Normal,Status,—,100
1746,Cleffa,20,Charm,Fairy,Status,—,100
1747,Igglybuff,1,Copycat,Normal,Status,—,—
1748,Igglybuff,1,Pound,Normal,Physical,40,100
1749,Igglybuff,1,Sing,Normal,Status,—,55
1750,Igglybuff,4,Defense Curl,Normal,Status,—,—
1751,Igglybuff,8,Sweet Kiss,Fairy,Status,—,75
1752,Igglybuff,12,Disarming Voice,Fairy,Special,40,∞
1753,Igglybuff,16,Disable,Normal,Status,—,100
1754,Igglybuff,20,Charm,Fairy,Status,—,100
1755,Mareep,1,Growl,Normal,Status,—,100
1756,Mareep,1,Tackle,Normal,Physical,40,100
1757,Mareep,4,Thunder Wave,Electric,Status,—,90
1758,Mareep,8,Thunder Shock,Electric,Special,40,100
1759,Mareep,11,Cotton Spore,Grass,Status,—,100
1760,Mareep,15,Charge,Electric,Status,—,—
1761,Mareep,18,Take Down,Normal,Physical,90,85
1762,Mareep,22,Electro Ball,Electric,Special,—,100
1763,Mareep,25,Confuse Ray,Ghost,Status,—,100
1764,Mareep,29,Power Gem,Rock,Special,80,100
1765,Mareep,32,Discharge,Electric,Special,80,100
1766,Mareep,36,Cotton Guard,Grass,Status,—,—
1767,Mareep,39,Dazzling Gleam,Fairy,Special,80,100
1768,Mareep,43,Light Screen,Psychic,Status,—,—
1769,Mareep,46,Thunder,Electric,Special,110,70
1770,Flaaffy,1,Growl,Normal,Status,—,100
1771,Flaaffy,1,Tackle,Normal,Physical,40,100
1772,Flaaffy,6,Thunder Shock,Electric,Special,40,100
1773,Flaaffy,9,Thunder Wave,Electric,Status,—,90
1774,Flaaffy,11,Cotton Spore,Grass,Status,—,100
1775,Flaaffy,16,Charge,Electric,Status,—,—
1776,Flaaffy,20,Take Down,Normal,Physical,90,85
1777,Flaaffy,25,Electro Ball,Electric,Special,—,100
1778,Flaaffy,29,Confuse Ray,Ghost,Status,—,100
1779,Flaaffy,34,Power Gem,Rock,Special,80,100
1780,Flaaffy,38,Discharge,Electric,Special,80,100
1781,Flaaffy,43,Cotton Guard,Grass,Status,—,—
1782,Flaaffy,47,Dazzling Gleam,Fairy,Special,80,100
1783,Flaaffy,52,Light Screen,Psychic,Status,—,—
1784,Flaaffy,56,Thunder,Electric,Special,110,70
1785,Ampharos,1,Dragon Pulse,Dragon,Special,85,100
1786,Ampharos,1,Fire Punch,Fire,Physical,75,100
1787,Ampharos,1,Growl,Normal,Status,—,100
1788,Ampharos,1,Magnetic Flux,Electric,Status,—,—
1789,Ampharos,1,Tackle,Normal,Physical,40,100
1790,Ampharos,1,Thunder Shock,Electric,Special,40,100
1791,Ampharos,1,Thunder Wave,Electric,Status,—,90
1792,Ampharos,1,Zap Cannon,Electric,Special,120,50
1793,Ampharos,11,Cotton Spore,Grass,Status,—,100
1794,Ampharos,16,Charge,Electric,Status,—,—
1795,Ampharos,20,Take Down,Normal,Physical,90,85
1796,Ampharos,25,Electro Ball,Electric,Special,—,100
1797,Ampharos,29,Confuse Ray,Ghost,Status,—,100
1798,Ampharos,35,Power Gem,Rock,Special,80,100
1799,Ampharos,40,Discharge,Electric,Special,80,100
1800,Ampharos,46,Cotton Guard,Grass,Status,—,—
1801,Ampharos,51,Dazzling Gleam,Fairy,Special,80,100
1802,Ampharos,57,Light Screen,Psychic,Status,—,—
1803,Ampharos,62,Thunder,Electric,Special,110,70
1804,Bellossom,1,Absorb,Grass,Special,20,100
1805,Bellossom,1,Acid,Poison,Special,40,100
1806,Bellossom,1,Giga Drain,Grass,Special,75,100
1807,Bellossom,1,Grassy Terrain,Grass,Status,—,—
1808,Bellossom,1,Growth,Normal,Status,—,—
1809,Bellossom,1,Mega Drain,Grass,Special,40,100
1810,Bellossom,1,Moonblast,Fairy,Special,95,100
1811,Bellossom,1,Moonlight,Fairy,Status,—,—
1812,Bellossom,1,Petal Dance,Grass,Special,120,100
1813,Bellossom,1,Poison Powder,Poison,Status,—,75
1814,Bellossom,1,Quiver Dance,Bug,Status,—,—
1815,Bellossom,1,Sleep Powder,Grass,Status,—,75
1816,Bellossom,1,Stun Spore,Grass,Status,—,75
1817,Bellossom,1,Sweet Scent,Normal,Status,—,100
1818,Bellossom,1,Toxic,Poison,Status,—,90
1819,Marill,1,Defense Curl,Normal,Status,—,—
1820,Marill,1,Helping Hand,Normal,Status,—,—
1821,Marill,1,Rollout,Rock,Physical,30,90
1822,Marill,1,Tackle,Normal,Physical,40,100
1823,Marill,1,Tail Whip,Normal,Status,—,100
1824,Marill,1,Water Gun,Water,Special,40,100
1825,Marill,6,Bubble Beam,Water,Special,65,100
1826,Marill,9,Charm,Fairy,Status,—,100
1827,Marill,12,Slam,Normal,Physical,80,75
1828,Marill,15,Bounce,Flying,Physical,85,85
1829,Marill,19,Aqua Tail,Water,Physical,90,90
1830,Marill,21,Play Rough,Fairy,Physical,90,90
1831,Marill,24,Aqua Ring,Water,Status,—,—
1832,Marill,27,Rain Dance,Water,Status,—,—
1833,Marill,30,Hydro Pump,Water,Special,110,80
1834,Marill,33,Double-Edge,Normal,Physical,120,100
1835,Marill,36,Superpower,Fighting,Physical,120,100
1836,Azumarill,1,Defense Curl,Normal,Status,—,—
1837,Azumarill,1,Helping Hand,Normal,Status,—,—
1838,Azumarill,1,Rollout,Rock,Physical,30,90
1839,Azumarill,1,Tackle,Normal,Physical,40,100
1840,Azumarill,1,Tail Whip,Normal,Status,—,100
1841,Azumarill,1,Water Gun,Water,Special,40,100
1842,Azumarill,6,Bubble Beam,Water,Special,65,100
1843,Azumarill,9,Charm,Fairy,Status,—,100
1844,Azumarill,12,Slam,Normal,Physical,80,75
1845,Azumarill,15,Bounce,Flying,Physical,85,85
1846,Azumarill,21,Aqua Tail,Water,Physical,90,90
1847,Azumarill,25,Play Rough,Fairy,Physical,90,90
1848,Azumarill,30,Aqua Ring,Water,Status,—,—
1849,Azumarill,35,Rain Dance,Water,Status,—,—
1850,Azumarill,40,Hydro Pump,Water,Special,110,80
1851,Azumarill,45,Double-Edge,Normal,Physical,120,100
1852,Azumarill,50,Superpower,Fighting,Physical,120,100
1853,Sudowoodo,1,Copycat,Normal,Status,—,—
1854,Sudowoodo,1,Fake Tears,Dark,Status,—,100
1855,Sudowoodo,1,Flail,Normal,Physical,—,100
1856,Sudowoodo,1,Hammer Arm,Fighting,Physical,100,90
1857,Sudowoodo,1,Rock Throw,Rock,Physical,50,90
1858,Sudowoodo,1,Stone Edge,Rock,Physical,100,80
1859,Sudowoodo,1,Wood Hammer,Grass,Physical,120,100
1860,Sudowoodo,12,Block,Normal,Status,—,—
1861,Sudowoodo,16,Mimic,Normal,Status,—,—
1862,Sudowoodo,20,Rock Tomb,Rock,Physical,60,95
1863,Sudowoodo,24,Tearful Look,Normal,Status,—,—
1864,Sudowoodo,28,Sucker Punch,Dark,Physical,70,100
1865,Sudowoodo,32,Rock Slide,Rock,Physical,75,90
1866,Sudowoodo,36,Low Kick,Fighting,Physical,—,100
1867,Sudowoodo,40,Counter,Fighting,Physical,—,100
1868,Sudowoodo,44,Double-Edge,Normal,Physical,120,100
1869,Sudowoodo,48,Head Smash,Rock,Physical,150,80
1870,Politoed,1,Belly Drum,Normal,Status,—,—
1871,Politoed,1,Hydro Pump,Water,Special,110,80
1872,Politoed,1,Pound,Normal,Physical,40,100
1873,Politoed,1,Rain Dance,Water,Status,—,—
1874,Hoppip,1,Splash,Normal,Status,—,—
1875,Hoppip,1,Tackle,Normal,Physical,40,100
1876,Hoppip,4,Tail Whip,Normal,Status,—,100
1877,Hoppip,6,Absorb,Grass,Special,20,100
1878,Hoppip,8,Fairy Wind,Fairy,Special,40,100
1879,Hoppip,10,Poison Powder,Poison,Status,—,75
1880,Hoppip,10,Sleep Powder,Grass,Status,—,75
1881,Hoppip,10,Stun Spore,Grass,Status,—,75
1882,Hoppip,12,Bullet Seed,Grass,Physical,25,100
1883,Hoppip,15,Synthesis,Grass,Status,—,—
1884,Hoppip,19,Leech Seed,Grass,Status,—,90
1885,Hoppip,22,Mega Drain,Grass,Special,40,100
1886,Hoppip,24,Acrobatics,Flying,Physical,55,100
1887,Hoppip,27,Cotton Spore,Grass,Status,—,100
1888,Hoppip,29,U-turn,Bug,Physical,70,100
1889,Hoppip,32,Giga Drain,Grass,Special,75,100
1890,Hoppip,35,Bounce,Flying,Physical,85,85
1891,Hoppip,38,Memento,Dark,Status,—,100
1892,Skiploom,1,Absorb,Grass,Special,20,100
1893,Skiploom,1,Splash,Normal,Status,—,—
1894,Skiploom,1,Synthesis,Grass,Status,—,—
1895,Skiploom,1,Tail Whip,Normal,Status,—,100
1896,Skiploom,8,Tackle,Normal,Physical,40,100
1897,Skiploom,10,Fairy Wind,Fairy,Special,40,100
1898,Skiploom,12,Poison Powder,Poison,Status,—,75
1899,Skiploom,12,Sleep Powder,Grass,Status,—,75
1900,Skiploom,12,Stun Spore,Grass,Status,—,75
1901,Skiploom,15,Bullet Seed,Grass,Physical,25,100
1902,Skiploom,20,Leech Seed,Grass,Status,—,90
1903,Skiploom,24,Mega Drain,Grass,Special,40,100
1904,Skiploom,28,Acrobatics,Flying,Physical,55,100
1905,Skiploom,31,Cotton Spore,Grass,Status,—,100
1906,Skiploom,34,U-turn,Bug,Physical,70,100
1907,Skiploom,37,Giga Drain,Grass,Special,75,100
1908,Skiploom,41,Bounce,Flying,Physical,85,85
1909,Skiploom,44,Memento,Dark,Status,—,100
1910,Jumpluff,1,Absorb,Grass,Special,20,100
1911,Jumpluff,1,Splash,Normal,Status,—,—
1912,Jumpluff,1,Synthesis,Grass,Status,—,—
1913,Jumpluff,1,Tail Whip,Normal,Status,—,100
1914,Jumpluff,8,Tackle,Normal,Physical,40,100
1915,Jumpluff,10,Fairy Wind,Fairy,Special,40,100
1916,Jumpluff,12,Poison Powder,Poison,Status,—,75
1917,Jumpluff,12,Sleep Powder,Grass,Status,—,75
1918,Jumpluff,12,Stun Spore,Grass,Status,—,75
1919,Jumpluff,15,Bullet Seed,Grass,Physical,25,100
1920,Jumpluff,20,Leech Seed,Grass,Status,—,90
1921,Jumpluff,24,Mega Drain,Grass,Special,40,100
1922,Jumpluff,30,Acrobatics,Flying,Physical,55,100
1923,Jumpluff,35,Cotton Spore,Grass,Status,—,100
1924,Jumpluff,39,U-turn,Bug,Physical,70,100
1925,Jumpluff,43,Giga Drain,Grass,Special,75,100
1926,Jumpluff,49,Bounce,Flying,Physical,85,85
1927,Jumpluff,55,Memento,Dark,Status,—,100
1928,Aipom,1,Scratch,Normal,Physical,40,100
1929,Aipom,1,Tail Whip,Normal,Status,—,100
1930,Aipom,4,Sand Attack,Ground,Status,—,100
1931,Aipom,8,Astonish,Ghost,Physical,30,100
1932,Aipom,11,Baton Pass,Normal,Status,—,—
1933,Aipom,15,Tickle,Normal,Status,—,100
1934,Aipom,18,Fury Swipes,Normal,Physical,18,80
1935,Aipom,22,Swift,Normal,Special,60,∞
1936,Aipom,25,Screech,Normal,Status,—,85
1937,Aipom,29,Agility,Psychic,Status,—,—
1938,Aipom,32,Double Hit,Normal,Physical,35,90
1939,Aipom,36,Fling,Dark,Physical,—,100
1940,Aipom,39,Nasty Plot,Dark,Status,—,—
1941,Aipom,43,Last Resort,Normal,Physical,140,100
1942,Sunkern,1,Growth,Normal,Status,—,—
1943,Sunkern,1,Tackle,Normal,Physical,40,100
1944,Sunkern,7,Absorb,Grass,Special,20,100
1945,Sunkern,10,Mega Drain,Grass,Special,40,100
1946,Sunkern,16,Razor Leaf,Grass,Physical,55,95
1947,Sunkern,19,Worry Seed,Grass,Status,—,100
1948,Sunkern,22,Giga Drain,Grass,Special,75,100
1949,Sunkern,25,Endeavor,Normal,Physical,—,100
1950,Sunkern,28,Synthesis,Grass,Status,—,—
1951,Sunkern,31,Solar Beam,Grass,Special,120,100
1952,Sunkern,34,Double-Edge,Normal,Physical,120,100
1953,Sunkern,36,Sunny Day,Fire,Status,—,—
1954,Sunkern,39,Seed Bomb,Grass,Physical,80,100
1955,Sunflora,1,Growth,Normal,Status,—,—
1956,Sunflora,1,Pound,Normal,Physical,40,100
1957,Sunflora,1,Tackle,Normal,Physical,40,100
1958,Sunflora,4,Ingrain,Grass,Status,—,—
1959,Sunflora,7,Absorb,Grass,Special,20,100
1960,Sunflora,10,Mega Drain,Grass,Special,40,100
1961,Sunflora,13,Leech Seed,Grass,Status,—,90
1962,Sunflora,16,Razor Leaf,Grass,Physical,55,95
1963,Sunflora,19,Worry Seed,Grass,Status,—,100
1964,Sunflora,22,Giga Drain,Grass,Special,75,100
1965,Sunflora,25,Bullet Seed,Grass,Physical,25,100
1966,Sunflora,28,Petal Dance,Grass,Special,120,100
1967,Sunflora,31,Solar Beam,Grass,Special,120,100
1968,Sunflora,34,Double-Edge,Normal,Physical,120,100
1969,Sunflora,39,Sunny Day,Fire,Status,—,—
1970,Sunflora,43,Leaf Storm,Grass,Special,130,90
1971,Sunflora,50,Petal Blizzard,Grass,Physical,90,100
1972,Yanma,1,Tackle,Normal,Physical,40,100
1973,Yanma,6,Quick Attack,Normal,Physical,40,100
1974,Yanma,11,Double Team,Normal,Status,—,—
1975,Yanma,14,Air Cutter,Flying,Special,60,95
1976,Yanma,17,Detect,Fighting,Status,—,—
1977,Yanma,22,Supersonic,Normal,Status,—,55
1978,Yanma,27,Uproar,Normal,Special,90,100
1979,Yanma,30,Bug Bite,Bug,Physical,60,100
1980,Yanma,33,Ancient Power,Rock,Special,60,100
1981,Yanma,38,Hypnosis,Psychic,Status,—,60
1982,Yanma,43,Wing Attack,Flying,Physical,60,100
1983,Yanma,46,Screech,Normal,Status,—,85
1984,Yanma,49,U-turn,Bug,Physical,70,100
1985,Yanma,54,Air Slash,Flying,Special,75,95
